#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2020 03 02 09 00 320  5.7  6.2 99.00 99.00 99.00 999 9999.0   8.1 999.0   0.7 99.0 99.00
2020 03 02 09 10 300  6.2  6.2 99.00 99.00 99.00 999 9999.0   7.6 999.0   0.7 99.0 99.00
2020 03 02 09 20 300  5.1  5.1 99.00 99.00 99.00 999 9999.0   7.2 999.0   0.4 99.0 99.00
2020 03 02 09 30 310  5.1  5.1 99.00 99.00 99.00 999 9999.0   7.1 999.0   0.2 99.0 99.00
2020 03 02 09 40 310  5.1  5.1 99.00 99.00 99.00 999 9999.0   6.8 999.0   0.3 99.0 99.00
2020 03 02 09 50 310  5.1  5.1 99.00 99.00 99.00 999 9999.0   6.6 999.0   0.0 99.0 99.00
2020 03 02 10 00 310  5.7  5.7 99.00 99.00 99.00 999 9999.0   6.6 999.0   0.0 99.0 99.00
2020 03 02 10 10 320  4.6  5.1 99.00 99.00 99.00 999 9999.0   6.4 999.0   0.0 99.0 99.00
2020 03 02 10 20 310  5.7  6.2 99.00 99.00 99.00 999 9999.0   6.0 999.0   0.0 99.0 99.00
2020 03 02 10 30 320  6.7  6.7 99.00 99.00 99.00 999 9999.0   6.0 999.0  -0.1 99.0 99.00
2020 03 02 10 40 310  4.6  5.1 99.00 99.00 99.00 999 9999.0   4.6 999.0   0.4 99.0 99.00
2020 03 02 10 50 310  5.7  5.7 99.00 99.00 99.00 999 9999.0   4.4 999.0   0.5 99.0 99.00
2020 03 02 11 00 310  6.2  7.2 99.00 99.00 99.00 999 9999.0   4.4 999.0   0.4 99.0 99.00
2020 03 02 11 10 320  6.2  6.7 99.00 99.00 99.00 999 9999.0   4.4 999.0   0.3 99.0 99.00
2020 03 02 11 20 320  5.7  6.2 99.00 99.00 99.00 999 9999.0   4.3 999.0   0.1 99.0 99.00
2020 03 02 11 30 320  6.2  6.7 99.00 99.00 99.00 999 9999.0   4.1 999.0   0.1 99.0 99.00
2020 03 02 11 40 320  6.2  6.2 99.00 99.00 99.00 999 9999.0   4.0 999.0  -0.1 99.0 99.00
2020 03 02 11 50 320  6.7  7.2 99.00 99.00 99.00 999 9999.0   3.8 999.0  -0.1 99.0 99.00
2020 03 02 12 00 320  6.7  7.2 99.00 99.00 99.00 999 9999.0   3.6 999.0  -0.2 99.0 99.00
2020 03 02 12 10 320  5.7  6.2 99.00 99.00 99.00 999 9999.0   3.5 999.0  -0.2 99.0 99.00
2020 03 02 12 20 320  6.2  6.7 99.00 99.00 99.00 999 9999.0   3.4 999.0  -0.3 99.0 99.00
2020 03 02 12 30 320  5.7  6.7 99.00 99.00 99.00 999 9999.0   3.3 999.0  -0.3 99.0 99.00
2020 03 02 12 40 320  6.2  7.2 99.00 99.00 99.00 999 9999.0   3.1 999.0  -0.4 99.0 99.00
2020 03 02 12 50 320  5.7  6.2 99.00 99.00 99.00 999 9999.0   3.2 999.0  -0.4 99.0 99.00
2020 03 02 13 00 310  5.1  5.7 99.00 99.00 99.00 999 9999.0   3.0 999.0  -0.2 99.0 99.00
